x1,x2,label
"[np.float64(-0.0979490129743399), np.float64(-0.2317282771942285), np.float64(0.8279013826937912), np.float64(-0.1815610531117703), np.float64(0.0154370707242241)]","[np.float64(-0.1489319642776511), np.float64(0.0143400229791696), np.float64(-0.2223474141544192), np.float64(-0.011444227065668), np.float64(-0.0142791446098648)]",0
"[np.float64(-0.0979490129743399), np.float64(-0.2317282771942285), np.float64(0.8279013826937912), np.float64(-0.1815610531117703), np.float64(0.0154370707242241)]","[np.float64(-0.232951868025508), np.float64(-0.0104092571685803), np.float64(-0.1012119218577518), np.float64(-0.0146391341392866), np.float64(-0.0128391864921775)]",0
"[np.float64(-0.0979490129743399), np.float64(-0.2317282771942285), np.float64(0.8279013826937912), np.float64(-0.1815610531117703), np.float64(0.0154370707242241)]","[np.float64(-0.2345833224672139), np.float64(0.0526339091714155), np.float64(-0.0132891734039548), np.float64(-0.0121192074333339), np.float64(-0.0137841590069098)]",0
"[np.float64(-0.0979490129743399), np.float64(-0.2317282771942285), np.float64(0.8279013826937912), np.float64(-0.1815610531117703), np.float64(0.0154370707242241)]","[np.float64(0.0284887062578717), np.float64(-0.0148371283804686), np.float64(-0.0135141668598434), np.float64(-0.0131901762833638), np.float64(-0.0136941616245544)]",0
"[np.float64(-0.0979490129743399), np.float64(-0.2317282771942285), np.float64(0.8279013826937912), np.float64(-0.1815610531117703), np.float64(0.0154370707242241)]","[np.float64(-0.0147381312598776), np.float64(-0.2324583530568919), np.float64(-0.014414140683398), np.float64(-0.2023620972435212), np.float64(-0.1048826943515903)]",0
"[np.float64(-0.0979490129743399), np.float64(-0.2317282771942285), np.float64(0.8279013826937912), np.float64(-0.1815610531117703), np.float64(0.0154370707242241)]","[np.float64(-0.0148641275951753), np.float64(-0.2300968227525225), np.float64(0.0774323395090505), np.float64(-0.0103642584774025), np.float64(-0.0123442008892225)]",0
"[np.float64(-0.0979490129743399), np.float64(-0.2317282771942285), np.float64(0.8279013826937912), np.float64(-0.1815610531117703), np.float64(0.0154370707242241)]","[np.float64(-0.0086093095214712), np.float64(-0.190534052541153), np.float64(-0.0143241433010425), np.float64(-0.0121192074333339), np.float64(-0.0133791707863103)]",0
"[np.float64(-0.0979490129743399), np.float64(-0.2317282771942285), np.float64(0.8279013826937912), np.float64(-0.1815610531117703), np.float64(0.0154370707242241)]","[np.float64(-0.0117142192127344), np.float64(-0.1509712823297836), np.float64(-0.0136941616245544), np.float64(-0.0137391603157321), np.float64(-0.0145041380657534)]",0
"[np.float64(-0.0979490129743399), np.float64(-0.2317282771942285), np.float64(0.8279013826937912), np.float64(-0.1815610531117703), np.float64(0.0154370707242241)]","[np.float64(0.3139932335564144), np.float64(0.3751727751203878), np.float64(-0.2324746676013089), np.float64(-0.0145491367569312), np.float64(-0.0145491367569312)]",0
"[np.float64(-0.0979490129743399), np.float64(-0.2317282771942285), np.float64(0.8279013826937912), np.float64(-0.1815610531117703), np.float64(0.0154370707242241)]","[np.float64(-0.232490982145726), np.float64(-0.0106342506244689), np.float64(0.0040168896322824), np.float64(-0.0141441485363316), np.float64(-0.1958362794766974)]",0
"[np.float64(-0.0979490129743399), np.float64(-0.2317282771942285), np.float64(0.8279013826937912), np.float64(-0.1815610531117703), np.float64(0.0154370707242241)]","[np.float64(-0.0141891472275094), np.float64(-0.212150823893757), np.float64(-0.0127491891098221), np.float64(-0.2284653683108166), np.float64(-0.2358069132984934)]",0
"[np.float64(-0.0979490129743399), np.float64(-0.2317282771942285), np.float64(0.8279013826937912), np.float64(-0.1815610531117703), np.float64(0.0154370707242241)]","[np.float64(-0.0111292362274239), np.float64(-0.0091942925067816), np.float64(-0.0077093356979166), np.float64(-0.0145491367569312), np.float64(-0.0133791707863103)]",0
"[np.float64(-0.0979490129743399), np.float64(-0.2317282771942285), np.float64(0.8279013826937912), np.float64(-0.1815610531117703), np.float64(0.0154370707242241)]","[np.float64(0.0143850216703474), np.float64(-0.0095542820362034), np.float64(-0.1428140101212538), np.float64(-0.0082943186832271), np.float64(-0.0147516308672309)]",0
"[np.float64(-0.0979490129743399), np.float64(-0.2317282771942285), np.float64(0.8279013826937912), np.float64(-0.1815610531117703), np.float64(0.0154370707242241)]","[np.float64(-0.0108142453891798), np.float64(0.0098851525525746), np.float64(-0.0113092309921348), np.float64(-0.0085643108302934), np.float64(0.1508477893858186)]",0
"[np.float64(-0.0979490129743399), np.float64(-0.2317282771942285), np.float64(0.8279013826937912), np.float64(-0.1815610531117703), np.float64(0.0154370707242241)]","[np.float64(-0.0123891995804003), np.float64(0.0053852834348019), np.float64(-0.0148416282495864), np.float64(-0.1623914634217252), np.float64(0.0611177950919909)]",0
"[np.float64(-0.0979490129743399), np.float64(-0.2317282771942285), np.float64(0.8279013826937912), np.float64(-0.1815610531117703), np.float64(0.0154370707242241)]","[np.float64(-0.0105262537656424), np.float64(-0.2174530508293013), np.float64(-0.0132891734039548), np.float64(-0.0100042689479807), np.float64(-0.0136041642421989)]",0
"[np.float64(-0.0979490129743399), np.float64(-0.2317282771942285), np.float64(0.8279013826937912), np.float64(-0.1815610531117703), np.float64(0.0154370707242241)]","[np.float64(0.3751727751203878), np.float64(0.3262291418692091), np.float64(-0.0136041642421989), np.float64(-0.3018808181875847), np.float64(-0.0098242741832698)]",0
"[np.float64(-0.0979490129743399), np.float64(-0.2317282771942285), np.float64(0.8279013826937912), np.float64(-0.1815610531117703), np.float64(0.0154370707242241)]","[np.float64(-0.0090142977420707), np.float64(-0.1305781018084591), np.float64(-0.013919155080443), np.float64(-0.0108142453891798), np.float64(-0.0104182569068158)]",0
"[np.float64(-0.0979490129743399), np.float64(-0.2317282771942285), np.float64(0.8279013826937912), np.float64(-0.1815610531117703), np.float64(0.0154370707242241)]","[np.float64(-0.0114892257568457), np.float64(-0.1937969614245649), np.float64(-0.0101842637126916), np.float64(-0.0103642584774025), np.float64(-0.2276496410899636)]",0
"[np.float64(-0.0979490129743399), np.float64(-0.2317282771942285), np.float64(0.8279013826937912), np.float64(-0.1815610531117703), np.float64(0.0154370707242241)]","[np.float64(0.1508477893858186), np.float64(0.0076352179936883), np.float64(-0.057162651931691), np.float64(-0.0143691419922203), np.float64(0.1100614283431696)]",0
"[np.float64(-0.0979490129743399), np.float64(-0.2317282771942285), np.float64(0.8279013826937912), np.float64(-0.1815610531117703), np.float64(0.0154370707242241)]","[np.float64(-0.013919155080443), np.float64(-0.2223474141544192), np.float64(-0.1872711436577411), np.float64(-0.0108142453891798), np.float64(-0.0136491629333766)]",0
"[np.float64(-0.0979490129743399), np.float64(-0.2317282771942285), np.float64(0.8279013826937912), np.float64(-0.1815610531117703), np.float64(0.0154370707242241)]","[np.float64(-0.0105442532421134), np.float64(-0.0103642584774025), np.float64(-0.0118042165950898), np.float64(0.0053852834348019), np.float64(-0.0120292100509784)]",0
"[np.float64(-0.0979490129743399), np.float64(-0.2317282771942285), np.float64(0.8279013826937912), np.float64(-0.1815610531117703), np.float64(0.0154370707242241)]","[np.float64(-0.1114085121184141), np.float64(-0.0104992545509357), np.float64(-0.1795217350596378), np.float64(-0.0112642323009571), np.float64(-0.0134691681686657)]",0
"[np.float64(-0.0979490129743399), np.float64(-0.2317282771942285), np.float64(0.8279013826937912), np.float64(-0.1815610531117703), np.float64(0.0154370707242241)]","[np.float64(-0.2362147769089199), np.float64(-0.0138741563892653), np.float64(-0.0144636392436935), np.float64(-0.1040669671307373), np.float64(-0.2288732319212431)]",0
"[np.float64(-0.0979490129743399), np.float64(-0.2317282771942285), np.float64(0.8279013826937912), np.float64(-0.1815610531117703), np.float64(0.0154370707242241)]","[np.float64(-0.0145365371234014), np.float64(-0.0145941354481089), np.float64(-0.0076643370067389), np.float64(-0.0075743396243834), np.float64(-0.0108142453891798)]",0
"[np.float64(-0.0979490129743399), np.float64(-0.2317282771942285), np.float64(0.8279013826937912), np.float64(-0.1815610531117703), np.float64(0.0154370707242241)]","[np.float64(-0.0102292624038694), np.float64(-0.0139641537716207), np.float64(-0.010454255859758), np.float64(-0.2201449506581162), np.float64(-0.0139641537716207)]",0
"[np.float64(-0.0979490129743399), np.float64(-0.2317282771942285), np.float64(0.8279013826937912), np.float64(-0.1815610531117703), np.float64(0.0154370707242241)]","[np.float64(-0.21296655111461), np.float64(-0.0121642061245116), np.float64(-0.0142566452642759), np.float64(-0.0141891472275094), np.float64(0.3099145974521495)]",0
"[np.float64(-0.0979490129743399), np.float64(-0.2317282771942285), np.float64(0.8279013826937912), np.float64(-0.1815610531117703), np.float64(0.0154370707242241)]","[np.float64(-0.0146841328304644), np.float64(-0.011939212668623), np.float64(-0.093870376870075), np.float64(-0.0091942925067816), np.float64(-0.0147741302128198)]",0
"[np.float64(-0.0979490129743399), np.float64(-0.2317282771942285), np.float64(0.8279013826937912), np.float64(-0.1815610531117703), np.float64(0.0154370707242241)]","[np.float64(-0.0140541511539762), np.float64(-0.2019542336330947), np.float64(-0.0145041380657534), np.float64(-0.1061062851828697), np.float64(-0.0103642584774025)]",0
"[np.float64(-0.0979490129743399), np.float64(-0.2317282771942285), np.float64(0.8279013826937912), np.float64(-0.1815610531117703), np.float64(0.0154370707242241)]","[np.float64(-0.0104002574303447), np.float64(-0.0143376429083959), np.float64(2.81827580157506), np.float64(-0.0148641275951753), np.float64(-0.0145041380657534)]",0
"[np.float64(-0.0979490129743399), np.float64(-0.2317282771942285), np.float64(0.8279013826937912), np.float64(-0.1815610531117703), np.float64(0.0154370707242241)]","[np.float64(-0.2360516314647493), np.float64(-0.0148609776867928), np.float64(-0.1999149155809623), np.float64(-0.0102742610950471), np.float64(0.3425436862862687)]",0
"[np.float64(-0.0979490129743399), np.float64(-0.2317282771942285), np.float64(0.8279013826937912), np.float64(-0.1815610531117703), np.float64(0.0154370707242241)]","[np.float64(-0.0122092048156894), np.float64(-0.0141441485363316), np.float64(-0.0135141668598434), np.float64(-0.0142791446098648), np.float64(-0.1387353740169889)]",0
"[np.float64(-0.0979490129743399), np.float64(-0.2317282771942285), np.float64(0.8279013826937912), np.float64(-0.1815610531117703), np.float64(0.0154370707242241)]","[np.float64(-0.0105892519332912), np.float64(-0.0103192597862248), np.float64(-0.0105892519332912), np.float64(-0.0147516308672309), np.float64(-0.2194923688814338)]",0
"[np.float64(-0.0979490129743399), np.float64(-0.2317282771942285), np.float64(0.8279013826937912), np.float64(-0.1815610531117703), np.float64(0.0154370707242241)]","[np.float64(-0.016376290889042), np.float64(-0.0144456397672224), np.float64(-0.0121192074333339), np.float64(-0.0145041380657534), np.float64(-0.2211238233231398)]",0
"[np.float64(-0.0979490129743399), np.float64(-0.2317282771942285), np.float64(0.8279013826937912), np.float64(-0.1815610531117703), np.float64(0.0154370707242241)]","[np.float64(-0.1142635573913995), np.float64(-0.0052794063743194), np.float64(-0.2186766416605808), np.float64(-0.0131991760215994), np.float64(0.0526339091714155)]",0
"[np.float64(-0.0979490129743399), np.float64(-0.2317282771942285), np.float64(0.8279013826937912), np.float64(-0.1815610531117703), np.float64(0.0154370707242241)]","[np.float64(0.1875555143242026), np.float64(-0.2203080961022868), np.float64(-0.006989356639073), np.float64(-0.2239380822350825), np.float64(-0.2264260502586841)]",0
"[np.float64(-0.0979490129743399), np.float64(-0.2317282771942285), np.float64(0.8279013826937912), np.float64(-0.1815610531117703), np.float64(0.0154370707242241)]","[np.float64(-0.1020276490786048), np.float64(-0.1648386450842842), np.float64(-0.057162651931691), np.float64(0.0325673423621366), np.float64(-0.0119842113598007)]",0
"[np.float64(-0.0979490129743399), np.float64(-0.2317282771942285), np.float64(0.8279013826937912), np.float64(-0.1815610531117703), np.float64(0.0154370707242241)]","[np.float64(0.0098851525525746), np.float64(-0.0140541511539762), np.float64(-0.2366226405193464), np.float64(5.0696829311292815), np.float64(-0.0101392650215139)]",0
"[np.float64(-0.0979490129743399), np.float64(-0.2317282771942285), np.float64(0.8279013826937912), np.float64(-0.1815610531117703), np.float64(0.0154370707242241)]","[np.float64(0.1590050615943484), np.float64(-0.2158215963875954), np.float64(-0.0119842113598007), np.float64(-0.010454255859758), np.float64(-0.0122092048156894)]",0
"[np.float64(-0.0979490129743399), np.float64(-0.2317282771942285), np.float64(0.8279013826937912), np.float64(-0.1815610531117703), np.float64(0.0154370707242241)]","[np.float64(-0.2256103230378311), np.float64(-0.0122542035068671), np.float64(-0.0148641275951753), np.float64(-0.0138741563892653), np.float64(0.1021324694669155)]",0
"[np.float64(-0.0979490129743399), np.float64(-0.2317282771942285), np.float64(0.8279013826937912), np.float64(-0.1815610531117703), np.float64(0.0154370707242241)]","[np.float64(-0.0105892519332912), np.float64(-0.2322177135267403), np.float64(-0.0132126756289527), np.float64(-0.0145041380657534), np.float64(-0.2227552777648457)]",0
"[np.float64(-0.0979490129743399), np.float64(-0.2317282771942285), np.float64(0.8279013826937912), np.float64(-0.1815610531117703), np.float64(0.0154370707242241)]","[np.float64(-0.0134376690848413), np.float64(-0.2238157231519546), np.float64(-0.0126141930362889), np.float64(-0.0126141930362889), np.float64(-0.230504686362949)]",0
"[np.float64(-0.0979490129743399), np.float64(-0.2317282771942285), np.float64(0.8279013826937912), np.float64(-0.1815610531117703), np.float64(0.0154370707242241)]","[np.float64(-0.0101392650215139), np.float64(0.4771386777270102), np.float64(0.2236739343379568), np.float64(-0.0138291576980875), np.float64(-0.2194923688814338)]",0
"[np.float64(-0.0979490129743399), np.float64(-0.2317282771942285), np.float64(0.8279013826937912), np.float64(-0.1815610531117703), np.float64(0.0154370707242241)]","[np.float64(-0.0138741563892653), np.float64(-0.010949241462713), np.float64(-0.0096892781097366), np.float64(-0.2170451872188749), np.float64(-0.0148191289039975)]",0
"[np.float64(-0.0979490129743399), np.float64(-0.2317282771942285), np.float64(0.8279013826937912), np.float64(-0.1815610531117703), np.float64(0.0154370707242241)]","[np.float64(-0.0135141668598434), np.float64(-0.0136491629333766), np.float64(-0.1754430989553729), np.float64(-0.0118042165950898), np.float64(-0.2317282771942285)]",0
"[np.float64(-0.0979490129743399), np.float64(-0.2317282771942285), np.float64(0.8279013826937912), np.float64(-0.1815610531117703), np.float64(0.0154370707242241)]","[np.float64(-0.0086543082126489), np.float64(-0.2651730932492006), np.float64(0.175319606011408), np.float64(-0.0141441485363316), np.float64(0.0134850478467928)]",0
"[np.float64(-0.0979490129743399), np.float64(-0.2317282771942285), np.float64(0.8279013826937912), np.float64(-0.1815610531117703), np.float64(0.0154370707242241)]","[np.float64(-0.1778902806179319), np.float64(-0.0147741302128198), np.float64(-0.0145365371234014), np.float64(-0.0136041642421989), np.float64(-0.013424169477488)]",0
"[np.float64(-0.0979490129743399), np.float64(-0.2317282771942285), np.float64(0.8279013826937912), np.float64(-0.1815610531117703), np.float64(0.0154370707242241)]","[np.float64(-0.0148641275951753), np.float64(-0.0147606306054665), np.float64(-0.0143691419922203), np.float64(-0.0148011294275264), np.float64(-0.0148641275951753)]",0
"[np.float64(-0.0979490129743399), np.float64(-0.2317282771942285), np.float64(0.8279013826937912), np.float64(-0.1815610531117703), np.float64(0.0154370707242241)]","[np.float64(-0.0141891472275094), np.float64(0.0053852834348019), np.float64(0.097825520030375), np.float64(-0.0139641537716207), np.float64(-0.170548735630255)]",0
"[np.float64(-0.0979490129743399), np.float64(-0.2317282771942285), np.float64(0.8279013826937912), np.float64(-0.1815610531117703), np.float64(0.0154370707242241)]","[np.float64(-0.0138291576980875), np.float64(-0.0100942663303362), np.float64(-0.0108142453891798), np.float64(-0.0119842113598007), np.float64(-0.0122092048156894)]",0
"[np.float64(-0.0979490129743399), np.float64(-0.2317282771942285), np.float64(0.8279013826937912), np.float64(-0.1815610531117703), np.float64(0.0154370707242241)]","[np.float64(-0.0108142453891798), np.float64(-0.0145446368878134), np.float64(-0.2247945958169782), np.float64(-0.0106342506244689), np.float64(-0.0103642584774025)]",0
"[np.float64(-0.0979490129743399), np.float64(-0.2317282771942285), np.float64(0.8279013826937912), np.float64(-0.1815610531117703), np.float64(0.0154370707242241)]","[np.float64(-0.2358069132984934), np.float64(-0.2324991394179345), np.float64(-0.0151791184334194), np.float64(-0.2227552777648457), np.float64(-0.0067193644920066)]",0
"[np.float64(-0.0979490129743399), np.float64(-0.2317282771942285), np.float64(0.8279013826937912), np.float64(-0.1815610531117703), np.float64(0.0154370707242241)]","[np.float64(-0.1052905579620167), np.float64(-0.0139641537716207), np.float64(-0.0107692466980021), np.float64(-0.0128841851833553), np.float64(-0.0144411398981046)]",0
"[np.float64(-0.0979490129743399), np.float64(-0.2317282771942285), np.float64(0.8279013826937912), np.float64(-0.1815610531117703), np.float64(0.0154370707242241)]","[np.float64(-0.1672858267468431), np.float64(-0.1081456032350022), np.float64(-0.0139641537716207), np.float64(-0.0142341459186871), np.float64(3.40152076448494)]",0
"[np.float64(-0.0979490129743399), np.float64(-0.2317282771942285), np.float64(0.8279013826937912), np.float64(-0.1815610531117703), np.float64(0.0154370707242241)]","[np.float64(-0.0148641275951753), np.float64(-0.0148191289039975), np.float64(-0.171364462851108), np.float64(-0.172995917292814), np.float64(-0.0110392388450684)]",0
"[np.float64(-0.0979490129743399), np.float64(-0.2317282771942285), np.float64(0.8279013826937912), np.float64(-0.1815610531117703), np.float64(0.0154370707242241)]","[np.float64(-0.1697330084094021), np.float64(-0.0141441485363316), np.float64(-0.0148461281187042), np.float64(-0.1114085121184141), np.float64(-0.0133791707863103)]",0
"[np.float64(-0.0979490129743399), np.float64(-0.2317282771942285), np.float64(0.8279013826937912), np.float64(-0.1815610531117703), np.float64(0.0154370707242241)]","[np.float64(-0.0106342506244689), np.float64(-0.191349779762006), np.float64(-0.009464284653848), np.float64(-0.172995917292814), np.float64(-0.0137841590069098)]",0
"[np.float64(-0.0979490129743399), np.float64(-0.2317282771942285), np.float64(0.8279013826937912), np.float64(-0.1815610531117703), np.float64(0.0154370707242241)]","[np.float64(-0.2325032180540388), np.float64(-0.2178609144397278), np.float64(-0.1020276490786048), np.float64(-0.0117142192127344), np.float64(-0.236541067797261)]",0
"[np.float64(-0.0979490129743399), np.float64(-0.2317282771942285), np.float64(0.8279013826937912), np.float64(-0.1815610531117703), np.float64(0.0154370707242241)]","[np.float64(-0.0105442532421134), np.float64(-0.230504686362949), np.float64(-0.0147741302128198), np.float64(-0.0148641275951753), np.float64(-0.0076643370067389)]",0
"[np.float64(-0.0979490129743399), np.float64(-0.2317282771942285), np.float64(0.8279013826937912), np.float64(-0.1815610531117703), np.float64(0.0154370707242241)]","[np.float64(-0.173811644513667), np.float64(-0.010949241462713), np.float64(-0.0204549269933069), np.float64(-0.2366226405193464), np.float64(-0.0122092048156894)]",0
"[np.float64(-0.0979490129743399), np.float64(-0.2317282771942285), np.float64(0.8279013826937912), np.float64(-0.1815610531117703), np.float64(0.0154370707242241)]","[np.float64(-0.0079343291538053), np.float64(-0.0104992545509357), np.float64(-0.0144951383275179), np.float64(-0.002534486212478), np.float64(-0.0104092571685803)]",0
"[np.float64(-0.0979490129743399), np.float64(-0.2317282771942285), np.float64(0.8279013826937912), np.float64(-0.1815610531117703), np.float64(0.0154370707242241)]","[np.float64(-0.112224239339267), np.float64(-0.0144591393745757), np.float64(-0.0091942925067816), np.float64(-0.0148056292966442), np.float64(-0.010454255859758)]",0
"[np.float64(-0.0979490129743399), np.float64(-0.2317282771942285), np.float64(0.8279013826937912), np.float64(-0.1815610531117703), np.float64(0.0154370707242241)]","[np.float64(-0.1619835998112988), np.float64(-0.1183421934956644), np.float64(-0.0146841328304644), np.float64(-0.0082043213008716), np.float64(-0.0142566452642759)]",0
"[np.float64(-0.0979490129743399), np.float64(-0.2317282771942285), np.float64(0.8279013826937912), np.float64(-0.1815610531117703), np.float64(0.0154370707242241)]","[np.float64(-0.232951868025508), np.float64(-0.0115792231392012), np.float64(-0.0131676769377749), np.float64(-0.0722536055174711), np.float64(-0.0138741563892653)]",0
"[np.float64(-0.0979490129743399), np.float64(-0.2317282771942285), np.float64(0.8279013826937912), np.float64(-0.1815610531117703), np.float64(0.0154370707242241)]","[np.float64(-0.1101849212871346), np.float64(-0.0093292885803148), np.float64(-0.2201449506581162), np.float64(-0.0131991760215994), np.float64(-0.0128391864921775)]",0
"[np.float64(-0.0979490129743399), np.float64(-0.2317282771942285), np.float64(0.8279013826937912), np.float64(-0.1815610531117703), np.float64(0.0154370707242241)]","[np.float64(-0.1183421934956644), np.float64(-0.0135141668598434), np.float64(-0.1958362794766974), np.float64(-0.0105442532421134), np.float64(-0.2062775879036155)]",0
"[np.float64(-0.0979490129743399), np.float64(-0.2317282771942285), np.float64(0.8279013826937912), np.float64(-0.1815610531117703), np.float64(0.0154370707242241)]","[np.float64(-0.0106792493156466), np.float64(5.077840203337812), np.float64(-0.1640229178634312), np.float64(0.3099145974521495), np.float64(-0.0091942925067816)]",0
"[np.float64(-0.0979490129743399), np.float64(-0.2317282771942285), np.float64(0.8279013826937912), np.float64(-0.1815610531117703), np.float64(0.0154370707242241)]","[np.float64(-0.0136941616245544), np.float64(0.2837921857514004), np.float64(-0.0148641275951753), np.float64(-0.0118942139774453), np.float64(-0.0148641275951753)]",0
"[np.float64(-0.0979490129743399), np.float64(-0.2317282771942285), np.float64(0.8279013826937912), np.float64(-0.1815610531117703), np.float64(0.0154370707242241)]","[np.float64(0.0106051316114183), np.float64(-0.0141891472275094), np.float64(-0.1917576433724325), np.float64(-0.1395511012378419), np.float64(-0.0148461281187042)]",0
"[np.float64(-0.0979490129743399), np.float64(-0.2317282771942285), np.float64(0.8279013826937912), np.float64(-0.1815610531117703), np.float64(0.0154370707242241)]","[np.float64(-0.0144591393745757), np.float64(0.0076352179936883), np.float64(-0.2264260502586841), np.float64(-0.171364462851108), np.float64(-0.0123891995804003)]",0
"[np.float64(-0.0979490129743399), np.float64(-0.2317282771942285), np.float64(0.8279013826937912), np.float64(-0.1815610531117703), np.float64(0.0154370707242241)]","[np.float64(-0.010454255859758), np.float64(-0.011444227065668), np.float64(-0.0147741302128198), np.float64(-0.0135591655510212), np.float64(-0.1962441430871239)]",0
"[np.float64(-0.0979490129743399), np.float64(-0.2317282771942285), np.float64(0.8279013826937912), np.float64(-0.1815610531117703), np.float64(0.0154370707242241)]","[np.float64(-0.2227552777648457), np.float64(-0.0118042165950898), np.float64(-0.2215316869335662), np.float64(-0.0126141930362889), np.float64(-0.0148191289039975)]",0
"[np.float64(-0.0979490129743399), np.float64(-0.2317282771942285), np.float64(0.8279013826937912), np.float64(-0.1815610531117703), np.float64(0.0154370707242241)]","[np.float64(-0.1142635573913995), np.float64(-0.0137841590069098), np.float64(-0.0113542296833125), np.float64(-0.0080693252273384), np.float64(0.0076352179936883)]",0
"[np.float64(-0.0979490129743399), np.float64(-0.2317282771942285), np.float64(0.8279013826937912), np.float64(-0.1815610531117703), np.float64(0.0154370707242241)]","[np.float64(-0.1142635573913995), np.float64(-0.0126141930362889), np.float64(-0.0095542820362034), np.float64(-0.0148191289039975), np.float64(-0.0148146290348798)]",0
"[np.float64(-0.0979490129743399), np.float64(-0.2317282771942285), np.float64(0.8279013826937912), np.float64(-0.1815610531117703), np.float64(0.0154370707242241)]","[np.float64(-0.0118942139774453), np.float64(0.1198501549934054), np.float64(-0.0148146290348798), np.float64(-0.0106792493156466), np.float64(-0.0105442532421134)]",0
"[np.float64(-0.0979490129743399), np.float64(-0.2317282771942285), np.float64(0.8279013826937912), np.float64(-0.1815610531117703), np.float64(0.0154370707242241)]","[np.float64(-0.0096892781097366), np.float64(0.3507009584947985), np.float64(-0.0136041642421989), np.float64(-0.0108142453891798), np.float64(-0.2239380822350825)]",0
"[np.float64(-0.0979490129743399), np.float64(-0.2317282771942285), np.float64(0.8279013826937912), np.float64(-0.1815610531117703), np.float64(0.0154370707242241)]","[np.float64(-0.0121192074333339), np.float64(-0.0148416282495864), np.float64(-0.0095542820362034), np.float64(0.1671623338028782), np.float64(-0.0139641537716207)]",0
"[np.float64(-0.0979490129743399), np.float64(-0.2317282771942285), np.float64(0.8279013826937912), np.float64(-0.1815610531117703), np.float64(0.0154370707242241)]","[np.float64(-0.1697330084094021), np.float64(-0.0118942139774453), np.float64(-0.0134691681686657), np.float64(3.40152076448494), np.float64(-0.0145365371234014)]",0
"[np.float64(-0.0979490129743399), np.float64(-0.2317282771942285), np.float64(0.8279013826937912), np.float64(-0.1815610531117703), np.float64(0.0154370707242241)]","[np.float64(-0.010949241462713), np.float64(-0.2345833224672139), np.float64(-0.1754430989553729), np.float64(-0.2324828248735175), np.float64(-0.0108142453891798)]",0
"[np.float64(-0.0979490129743399), np.float64(-0.2317282771942285), np.float64(0.8279013826937912), np.float64(-0.1815610531117703), np.float64(0.0154370707242241)]","[np.float64(-0.014414140683398), np.float64(0.2528136919924409), np.float64(-0.0149541249775307), np.float64(-0.0095992807273812), np.float64(-0.2243867322065517)]",0
"[np.float64(-0.0979490129743399), np.float64(-0.2317282771942285), np.float64(0.8279013826937912), np.float64(-0.1815610531117703), np.float64(0.0154370707242241)]","[np.float64(-0.2072564605686391), np.float64(-0.0142341459186871), np.float64(-0.0145338372019307), np.float64(-0.0103642584774025), np.float64(-0.1114085121184141)]",0
"[np.float64(-0.0979490129743399), np.float64(-0.2317282771942285), np.float64(0.8279013826937912), np.float64(-0.1815610531117703), np.float64(0.0154370707242241)]","[np.float64(-0.1958362794766974), np.float64(-0.1052905579620167), np.float64(-0.0067643631831844), np.float64(-0.0141891472275094), np.float64(-0.0126141930362889)]",0
"[np.float64(-0.0979490129743399), np.float64(-0.2317282771942285), np.float64(0.8279013826937912), np.float64(-0.1815610531117703), np.float64(0.0154370707242241)]","[np.float64(-0.0142341459186871), np.float64(-0.0144321401598691), np.float64(-0.0734771963487505), np.float64(-0.008969299050893), np.float64(-0.0137391603157321)]",0
"[np.float64(-0.0979490129743399), np.float64(-0.2317282771942285), np.float64(0.8279013826937912), np.float64(-0.1815610531117703), np.float64(0.0154370707242241)]","[np.float64(-0.0142791446098648), np.float64(0.0110101198320178), np.float64(-0.0110392388450684), np.float64(0.1263759727602292), np.float64(-0.2239380822350825)]",0
"[np.float64(-0.0979490129743399), np.float64(-0.2317282771942285), np.float64(0.8279013826937912), np.float64(-0.1815610531117703), np.float64(0.0154370707242241)]","[np.float64(-0.0101392650215139), np.float64(-0.0145275373851659), np.float64(-0.0143691419922203), np.float64(-0.0142251461804515), np.float64(-0.013919155080443)]",0
"[np.float64(-0.0979490129743399), np.float64(-0.2317282771942285), np.float64(0.8279013826937912), np.float64(-0.1815610531117703), np.float64(0.0154370707242241)]","[np.float64(-0.0112642323009571), np.float64(-0.1203815115477968), np.float64(-0.0109942401538907), np.float64(-0.0093742872714925), np.float64(-0.0137391603157321)]",0
"[np.float64(-0.0979490129743399), np.float64(-0.2317282771942285), np.float64(0.8279013826937912), np.float64(-0.1815610531117703), np.float64(0.0154370707242241)]","[np.float64(-0.0138741563892653), np.float64(0.3792514112246527), np.float64(-0.0102742610950471), np.float64(-0.0102742610950471), np.float64(-0.0148641275951753)]",0
"[np.float64(-0.0979490129743399), np.float64(-0.2317282771942285), np.float64(0.8279013826937912), np.float64(-0.1815610531117703), np.float64(0.0154370707242241)]","[np.float64(-0.0146841328304644), np.float64(-0.0144411398981046), np.float64(-0.2027699608539477), np.float64(-0.0083393173744048), np.float64(-0.0118942139774453)]",0
"[np.float64(-0.0979490129743399), np.float64(-0.2317282771942285), np.float64(0.8279013826937912), np.float64(-0.1815610531117703), np.float64(0.0154370707242241)]","[np.float64(-0.0135141668598434), np.float64(-0.0148191289039975), np.float64(-0.1974677339184034), np.float64(-0.0136941616245544), np.float64(-0.0130191812568884)]",0
